year,month,day,hour,WS_obs,power_obs,WS_WRF,power_WRF,WS_OML_68,power_OML,WS,WS_2
2012,12,1,0,9.4,3525.01,8.224,2508.97,9.678,4114.19,1.5,1.866959
2012,12,1,1,9.74,4114.19,8.658,2981.39,8.6841,2981.39,1.8,1.391419
2012,12,1,2,10.68,5379.02,8.3665,2508.97,10.135,4727.44,1.8,1.686222
2012,12,1,3,13.01,5563.73,12.635,5563.73,11.654,5563.73,1.6,1.782244
2012,12,1,4,13.76,5563.73,10,4727.44,11.568,5563.73,1.6,1.764342
2012,12,1,5,13.2,5563.73,15,5563.73,10.68,5379.02,2.3,1.729383
2012,12,1,6,13.56,5563.73,15.5498,5563.73,12.568,5563.73,1.8,1.474866
2012,12,1,7,12.72,5563.73,11.987,5563.73,11.985,5563.73,2.3,1.474866
2012,12,1,8,11.39,5563.73,12.546,5563.73,12.55,5563.73,2.1,1.100482
2012,12,1,9,9.4,3525.01,11.956,5563.73,12.963,5563.73,1.3,1.690361
2012,12,1,10,8.74,2981.39,10.984,5379.02,11.963,5563.73,0.5,1.621426
2012,12,1,11,6.647,1361.68,10.562,5379.02,12.527,5563.73,1.7,1.671119
2012,12,1,12,3.994,151.3,10.022,4727.44,8.3697,2508.97,0.9,1.486662
2012,12,1,13,3.309,47.78,8.3241,2508.97,6.5377,1361.68,0.9,1.530605
2012,12,1,14,3.028,47.78,7.1053,1698,6.4965,1072.29,1.4,1.619522
2012,12,1,15,5.755,819.88,7.5352,2079.88,4.7957,430.53,0.7,1.59305
2012,12,1,16,5.502,819.88,7.2461,1698,6.3078,1072.29,1.3,2.036529
2012,12,1,17,7.074,1698,6.7994,1361.68,7.8803,2079.88,2.1,1.949006
2012,12,1,18,7.261,1698,6.5798,1361.68,5.3346,608.73,0.7,1.482263
2012,12,1,19,8.03,2508.97,6.704,1361.68,6.0996,1072.29,3.2,1.840577
2012,12,1,20,9.34,3525.01,5.8251,819.88,6.93,1361.68,1.1,1.562877
2012,12,1,21,9.64,4114.19,6.9374,1361.68,7.5168,2079.88,1.5,1.733556
2012,12,1,22,5.41,608.73,6.1459,1072.29,4.8122,430.53,2.4,1.479778
2012,12,1,23,9.49,3525.01,5.2663,608.73,9.6621,4114.19,1.5,1.602667
2012,12,2,0,7.566,2079.88,4.0655,278.59,9.5396,4114.19,1.1,1.639303
2012,12,2,1,10.02,4727.44,2.3699,0,6.3262,1072.29,0.6,1.542003
2012,12,2,2,10.25,4727.44,0.8717,0,4.2575,278.59,0.9,1.552194
2012,12,2,3,8.56,2981.39,1.9581,0,4.9765,430.53,0.3,1.59611
2012,12,2,4,9.41,3525.01,2.5895,0,3.5982,151.3,0.9,1.55503
2012,12,2,5,11.8,5563.73,2.1157,0,6.3507,1072.29,1.4,1.656344
2012,12,2,6,10.78,5379.02,2.6843,0,6.5954,1361.68,1,1.549536
2012,12,2,7,9.39,3525.01,2.8109,0,6.3618,1072.29,0.8,1.549536
2012,12,2,8,9.31,3525.01,3.5753,151.3,5.8541,819.88,1.7,1.761388
2012,12,2,9,10.73,5379.02,3.6594,151.3,5.62145,819.88,1.5,1.821532
2012,12,2,10,10.22,4727.44,3.62845,151.3,11.7695,5563.73,1.7,1.558905
2012,12,2,11,8.13,2508.97,3.65645,151.3,12.1522,5563.73,1.3,1.811321
2012,12,2,12,9.33,3525.01,3.453,47.78,13.14485,5563.73,1.2,1.635787
2012,12,2,13,7.423,1698,3.02505,47.78,12.3684,5563.73,1.5,1.613604
2012,12,2,14,6.502,1361.68,2.2443,0,10.95775,5379.02,1.1,1.675998
2012,12,2,15,5.603,819.88,2.4585,0,10.01935,4727.44,2,1.764487
2012,12,2,16,6.408,1072.29,2.794,0,8.3754,2508.97,3.7,1.226707
2012,12,2,17,6.203,1072.29,2.13885,0,8.36745,2508.97,3.5,1.462192
2012,12,2,18,5.601,819.88,1.8068,0,6.4812,1072.29,3.2,1.000753
2012,12,2,19,4.384,278.59,2.21875,0,6.7808,1361.68,4.3,1.31354
2012,12,2,20,4.401,278.59,3.1383,47.78,6.4412,1072.29,4.7,1.841416
2012,12,2,21,4.427,278.59,3.83105,151.3,5.73785,819.88,4.1,1.208689
2012,12,2,22,4.398,278.59,4.2933,278.59,4.658,430.53,4.5,1.383023
2012,12,2,23,5.627,819.88,4.73305,430.53,5.17735,608.73,4.3,0.957166
2012,12,3,0,3.859,151.3,3.91335,151.3,3.3925,47.78,5.2,0.748499
2012,12,3,1,1.621,0,3.6888,151.3,3.75375,151.3,4.9,0.984919
2012,12,3,2,1.244,0,4.5113,430.53,4.2369,278.59,4.6,1.209637
2012,12,3,3,0.975,0,5.27175,608.73,4.48485,278.59,5.3,1.154852
2012,12,3,4,0.929,0,6.438,1072.29,3.8003,151.3,5.1,1.568532
2012,12,3,5,0.577,0,7.6863,2079.88,3.5997,151.3,4.2,1.684393
2012,12,3,6,2.204,0,8.27175,2508.97,3.208,47.78,5.4,1.824299
2012,12,3,7,0.722,0,9.2045,3525.01,5.1697,608.73,4.1,1.824299
2012,12,3,8,3.452,47.78,10.3055,4727.44,5.3419,608.73,4.7,1.476624
2012,12,3,9,6.068,1072.29,12.91033333,5563.73,5.5564,819.88,5,1.651384
2012,12,3,10,9.49,3525.01,14.09,5563.73,7.88845,2079.88,4.1,1.795844
2012,12,3,11,11.64,5563.73,15.2115,5563.73,9.47995,3525.01,3.5,1.82844
2012,12,3,12,12.37,5563.73,15.443,5563.73,10.8235,5379.02,2.4,1.799805
2012,12,3,13,13.13,5563.73,14.122,5563.73,14.1495,5563.73,2.3,1.926546
2012,12,3,14,15.83,5563.73,12.2438,5563.73,16.548,5563.73,3.6,1.411673
2012,12,3,15,13.51,5563.73,13.18865,5563.73,19.246,5563.73,3.7,1.411673
2012,12,3,16,19.1,5563.73,14.709,5563.73,28.834,0,2.9,1.489776
2012,12,3,17,19.63,5563.73,15.2265,5563.73,25.8805,0,3.5,1.443169
2012,12,3,18,20.58,5563.73,16.303,5563.73,24.6555,5563.73,3.5,1.322923
2012,12,3,19,21.36,5563.73,16.622,5563.73,20.831,5563.73,3.2,1.378802
2012,12,3,20,20.85,5563.73,16.665,5563.73,17.114,5563.73,4.1,1.12713
2012,12,3,21,19.75,5563.73,17.006,5563.73,12.4852,5563.73,3.1,1.904736
2012,12,3,22,22.77,5563.73,14.8975,5563.73,18.6945,5563.73,3.5,1.200526
2012,12,3,23,23.33,5563.73,15.2955,5563.73,15.056,5563.73,2.8,1.303883
2012,12,4,0,22.74,5563.73,14.271,5563.73,18.7365,5563.73,1.7,1.50659
2012,12,4,1,22.16,5563.73,15.2605,5563.73,15.983,5563.73,1.3,2.006294
2012,12,4,2,20.26,5563.73,14.7995,5563.73,16.0545,5563.73,1.6,1.687955
2012,12,4,3,20.05,5563.73,13.762,5563.73,17.7405,5563.73,1.4,2.065273
2012,12,4,4,20.46,5563.73,12.887,5563.73,17.915,5563.73,1,1.621349
2012,12,4,5,16.05,5563.73,12.619,5563.73,11.12425,5563.73,1.4,1.934293
2012,12,4,6,16.01,5563.73,10.6663,5379.02,15.8645,5563.73,1.8,1.328636
2012,12,4,7,17.02,5563.73,8.78755,2981.39,10.8955,5379.02,1.9,1.328636
2012,12,4,8,15.75,5563.73,8.4348,2508.97,16.333,5563.73,2.1,1.200504
2012,12,4,9,15.23,5563.73,7.4072,1698,13.043,5563.73,1.8,2.267223
2012,12,4,10,14.04,5563.73,7.78815,2079.88,13.876,5563.73,0.9,2.135675
2012,12,4,11,13.89,5563.73,8.48095,2508.97,13.801,5563.73,1,2.148402
2012,12,4,12,11.62,5563.73,8.43,2508.97,13.63,5563.73,1,1.384956
2012,12,4,13,11.18,5563.73,9.3993,3525.01,11.3375,5563.73,1,1.425666
2012,12,4,14,11.48,5563.73,10.32615,4727.44,11.7165,5563.73,1,1.953838
2012,12,4,15,12.34,5563.73,10.8541,5379.02,11.0536,5563.73,1,2.015631
2012,12,4,16,11.46,5563.73,10.55525,5379.02,8.54545,2981.39,1.1,1.854839
2012,12,4,17,13.36,5563.73,9.5828,4114.19,10.74315,5379.02,2.3,1.602623
2012,12,4,18,11.56,5563.73,7.63275,2079.88,7.22615,1698,0.4,1.767565
2012,12,4,19,9.8,4114.19,6.81485,1361.68,8.51595,2981.39,1.1,1.721446
2012,12,4,20,9.06,3525.01,5.1556,608.73,8.62295,2981.39,1.7,1.768242
2012,12,4,21,7.165,1698,4.1492,278.59,6.58645,1361.68,4.7,1.841769
2012,12,4,22,5.094,608.73,2.564,0,5.98585,819.88,5.1,1.8393
2012,12,4,23,5.738,819.88,1.8564,0,6.24165,1072.29,5.8,1.784337
2012,12,5,0,6.538,1361.68,3.1423,47.78,4.76535,430.53,4.9,1.518079
2012,12,5,1,6.172,1072.29,3.05615,47.78,4.97415,430.53,5.6,1.873855
2012,12,5,2,6.623,1361.68,3.6928,151.3,4.29665,278.59,6.4,1.899049
2012,12,5,3,7.463,1698,4.5783,430.53,2.9553,0,5.2,1.940429
2012,12,5,4,7.467,1698,4.27335,278.59,4.44295,278.59,5,2.015427
2012,12,5,5,5.854,819.88,4.34755,278.59,4.2441,278.59,5.8,2.049159
2012,12,5,6,2.392,0,5.2962,608.73,4.31705,278.59,4.7,2.000177
2012,12,5,7,2.824,0,8.6779,2981.39,5.2607,608.73,6.8,2.000177
2012,12,5,8,2.702,0,10.73865,5379.02,5.45855,608.73,5.8,2.015244
2012,12,5,9,1.994,0,12.02946667,5563.73,4.4019,278.59,5,1.957305
2012,12,5,10,3.196,47.78,13.935,5563.73,3.59985,151.3,4,1.995858
2012,12,5,11,3.442,47.78,14.1195,5563.73,2.7986,0,3.5,2.058156
2012,12,5,12,4.116,278.59,15.4915,5563.73,4.34065,278.59,3.3,2.091917
2012,12,5,13,7.628,2079.88,17.014,5563.73,4.27275,278.59,2.5,2.093028
2012,12,5,14,11.54,5563.73,16.17,5563.73,7.51285,2079.88,3,2.237636
2012,12,5,15,10.98,5379.02,18.323,5563.73,17.8245,5563.73,2.7,1.770838
2012,12,5,16,14.62,5563.73,18.8825,5563.73,20.0195,5563.73,2,1.755977
2012,12,5,17,19.31,5563.73,17.9765,5563.73,5.12675,608.73,2.9,1.658894
2012,12,5,18,26.79,0,16.233,5563.73,26.0285,0,-1,1.214404
2012,12,5,19,23.49,5563.73,14.793,5563.73,27.993,0,-1,1.704375
2012,12,5,20,24.34,5563.73,13.693,5563.73,22.254,5563.73,2.4,1.642208
2012,12,5,21,26.78,0,14.061,5563.73,24.491,5563.73,-1,1.60186
2012,12,5,22,26.52,0,13.3032,5563.73,18.8675,5563.73,-1,1.700847
2012,12,5,23,24.45,5563.73,13.6066,5563.73,20.246,5563.73,1.7,1.734911
2012,12,6,0,24.55,5563.73,13.00095,5563.73,22.2205,5563.73,-1,1.784876
2012,12,6,1,23.67,5563.73,11.22235,5563.73,11.845,5563.73,-1,1.717872
2012,12,6,2,22.91,5563.73,12.29795,5563.73,12.2189,5563.73,1.8,1.394948
2012,12,6,3,22.31,5563.73,11.0095,5563.73,11.1746,5563.73,-1,1.303908
2012,12,6,4,20.67,5563.73,10.8358,5379.02,12.85255,5563.73,-1,1.325102
2012,12,6,5,18.21,5563.73,9.3916,3525.01,10.08145,4727.44,1.2,1.413736
2012,12,6,6,17.99,5563.73,9.34645,3525.01,10.163,4727.44,-1,1.383106
2012,12,6,7,13.66,5563.73,7.7713,2079.88,7.9698,2079.88,-1,1.383106
2012,12,6,8,10.31,4727.44,6.4588,1072.29,7.304,1698,1.6,1.585612
2012,12,6,9,8.55,2981.39,6.261733333,1072.29,7.5485,2079.88,-1,1.830092
2012,12,6,10,8.56,2981.39,9.1874,3525.01,10.14205,4727.44,-1,1.980276
2012,12,6,11,6.169,1072.29,9.82385,4114.19,9.33885,3525.01,1.6,2.044464
2012,12,6,12,6.338,1072.29,10.232,4727.44,6.7038,1361.68,-1,1.856717
2012,12,6,13,6.875,1361.68,9.79275,4114.19,4.5117,430.53,-1,1.608103
2012,12,6,14,6.648,1361.68,9.38115,3525.01,5.0546,608.73,1.5,1.808642
2012,12,6,15,7.946,2079.88,9.31345,3525.01,6.60915,1361.68,-1,1.814307
2012,12,6,16,6.489,1072.29,7.9495,2079.88,6.2897,1072.29,-1,1.759921
2012,12,6,17,6.719,1361.68,5.7374,819.88,3.29155,47.78,4.4,1.759921
2012,12,6,18,4.939,430.53,3.69245,151.3,2.17645,0,-1,1.689007
2012,12,6,19,4.549,430.53,2.1464,0,2.7877,0,-1,1.881836
2012,12,6,20,5.198,608.73,2.00845,0,4.2213,278.59,5.9,1.886958
2012,12,6,21,4.879,430.53,2.09675,0,3.1639,47.78,-1,1.965917
2012,12,6,22,3.789,151.3,3.3365,47.78,2.29175,0,-1,1.978185
2012,12,6,23,2.52,0,4.37345,278.59,2.66675,0,4.9,2.076469
2012,12,7,0,1.469,0,4.31355,278.59,4.022,278.59,-1,2.242696
2012,12,7,1,2.853,0,6.1056,1072.29,4.33115,278.59,-1,2.225308
2012,12,7,2,2.945,0,9.33355,3525.01,3.48915,47.78,5.1,2.266174
2012,12,7,3,2.478,0,12.0074,5563.73,5.2693,608.73,-1,2.191242
2012,12,7,4,6.24,1072.29,14.2115,5563.73,5.0814,608.73,-1,2.039363
2012,12,7,5,3.841,151.3,15.231,5563.73,7.2971,1698,4.3,1.764004
2012,12,7,6,1.468,0,10.53025,5379.02,9.55465,4114.19,-1,1.592815
2012,12,7,7,7.824,2079.88,14.49,5563.73,11.112,5563.73,-1,1.592815
2012,12,7,8,5.277,608.73,14.591,5563.73,14.1185,5563.73,4.5,1.674033
2012,12,7,9,7.684,2079.88,13.35766667,5563.73,8.3422,2508.97,-1,1.536573
2012,12,7,10,11.66,5563.73,12.069,5563.73,13.0225,5563.73,-1,1.655129
2012,12,7,11,12.29,5563.73,13.8305,5563.73,17.7605,5563.73,4.2,1.488785
2012,12,7,12,11.31,5563.73,13.8995,5563.73,15.652,5563.73,-1,1.269714
2012,12,7,13,14.36,5563.73,12.7315,5563.73,15.624,5563.73,-1,1.373744
2012,12,7,14,17.96,5563.73,12.944,5563.73,14.7791,5563.73,2.9,1.952478
2012,12,7,15,17.1,5563.73,13.0445,5563.73,16.794,5563.73,-1,2.021558
2012,12,7,16,17.93,5563.73,12.581,5563.73,16.74,5563.73,-1,2.179126
2012,12,7,17,17.11,5563.73,12.8935,5563.73,24.0385,5563.73,4.4,2.060813
2012,12,7,18,19.18,5563.73,13.1655,5563.73,17.3295,5563.73,-1,1.531591
2012,12,7,19,20.08,5563.73,12.544,5563.73,19.0185,5563.73,-1,2.03601
2012,12,7,20,19.9,5563.73,11.44425,5563.73,15.052,5563.73,4.5,2.159075
2012,12,7,21,19.56,5563.73,11.169,5563.73,15.90265,5563.73,-1,2.149157
2012,12,7,22,19.61,5563.73,11.22215,5563.73,12.9605,5563.73,-1,2.242502
2012,12,7,23,19.24,5563.73,12.243,5563.73,14.532,5563.73,4,1.952285
2012,12,8,0,17.45,5563.73,11.7855,5563.73,12.685,5563.73,-1,2.22112
2012,12,8,1,18.39,5563.73,9.81165,4114.19,12.3293,5563.73,-1,2.237316
2012,12,8,2,20.44,5563.73,8.8121,2981.39,18.652,5563.73,4,2.140613
2012,12,8,3,16.96,5563.73,10.664,5379.02,18.137,5563.73,-1,1.727494
2012,12,8,4,18.65,5563.73,11.43105,5563.73,17.123,5563.73,-1,1.827752
2012,12,8,5,18.36,5563.73,11.39085,5563.73,12.5945,5563.73,4.3,1.83101
2012,12,8,6,14.65,5563.73,11.571,5563.73,14.6915,5563.73,-1,1.83101
2012,12,8,7,14.42,5563.73,9.41415,3525.01,12.8645,5563.73,-1,2.005089
2012,12,8,8,14.63,5563.73,6.4472,1072.29,10.00695,4727.44,4.4,1.959448
2012,12,8,9,17.39,5563.73,9.656966667,4114.19,11.77893333,5563.73,-1,2.270577
2012,12,8,10,11.74,5563.73,13.832,5563.73,14.105,5563.73,-1,2.148251
2012,12,8,11,11.93,5563.73,14.116,5563.73,17.258,5563.73,5.5,2.281674
2012,12,8,12,14.08,5563.73,14.1675,5563.73,13.1555,5563.73,-1,2.210072
2012,12,8,13,14.29,5563.73,14.4285,5563.73,15.121,5563.73,-1,2.186574
2012,12,8,14,18.74,5563.73,13.13585,5563.73,14.10885,5563.73,4.1,2.063111
2012,12,8,15,17.4,5563.73,13.20885,5563.73,10.32835,4727.44,-1,1.615346
2012,12,8,16,20.11,5563.73,12.56895,5563.73,13.9685,5563.73,-1,1.629562
2012,12,8,17,19.1,5563.73,11.06915,5563.73,10.9853,5379.02,4.6,1.748005
2012,12,8,18,19.4,5563.73,10.3724,4727.44,7.98305,2079.88,-1,1.723127
2012,12,8,19,17.43,5563.73,11.30065,5563.73,12.07475,5563.73,-1,1.586754
2012,12,8,20,16.74,5563.73,13.652,5563.73,14.0919,5563.73,3.9,1.533537
2012,12,8,21,20.16,5563.73,16.152,5563.73,13.32745,5563.73,-1,1.546877
2012,12,8,22,20.08,5563.73,17.499,5563.73,11.8931,5563.73,-1,1.914138
2012,12,8,23,20.8,5563.73,17.553,5563.73,12.38145,5563.73,3.6,1.644275
2012,12,9,0,19.84,5563.73,18.734,5563.73,12.55645,5563.73,-1,1.621596
2012,12,9,1,19.41,5563.73,16.8375,5563.73,13.6879,5563.73,-1,1.635841
2012,12,9,2,21.11,5563.73,13.9205,5563.73,13.27635,5563.73,2.8,2.237714
2012,12,9,3,23.39,5563.73,15.0495,5563.73,16.5105,5563.73,-1,1.843733
2012,12,9,4,20.76,5563.73,15.304,5563.73,18.851,5563.73,-1,1.793974
2012,12,9,5,21.43,5563.73,10.6022,5379.02,19.8395,5563.73,2.1,1.516481
2012,12,9,6,23.67,5563.73,13.921,5563.73,19.3555,5563.73,-1,1.686001
2012,12,9,7,21.07,5563.73,13.5375,5563.73,14.5855,5563.73,-1,1.686001
2012,12,9,8,20.2,5563.73,11.6755,5563.73,12.729,5563.73,3,2.319319
2012,12,9,9,16.86,5563.73,10.45556667,4727.44,12.407,5563.73,-1,1.966142
2012,12,9,10,14.25,5563.73,9.9883,4114.19,14.7935,5563.73,-1,1.555898
2012,12,9,11,12.86,5563.73,10.8405,5379.02,13.201,5563.73,1.8,1.529771
2012,12,9,12,12.52,5563.73,11.9205,5563.73,11.266,5563.73,-1,1.506744
2012,12,9,13,11.93,5563.73,12.643,5563.73,14.7765,5563.73,-1,1.333208
2012,12,9,14,9.98,4114.19,13.1425,5563.73,12.6189,5563.73,1.5,1.589899
2012,12,9,15,9.76,4114.19,13.658,5563.73,11.45525,5563.73,-1,1.960383
2012,12,9,16,12.19,5563.73,13.374,5563.73,10.92455,5379.02,-1,1.678084
2012,12,9,17,12.32,5563.73,12.853,5563.73,12.36,5563.73,2.2,1.901757
2012,12,9,18,13.38,5563.73,12.9625,5563.73,8.7461,2981.39,-1,1.921836
2012,12,9,19,13.51,5563.73,10.33795,4727.44,11.4375,5563.73,2.5,1.841138
2012,12,9,20,12.61,5563.73,11.089,5563.73,11.485,5563.73,2.6,1.544712
2012,12,9,21,11.61,5563.73,8.28055,2508.97,7.82885,2079.88,3,1.620557
2012,12,9,22,10.36,4727.44,9.8341,4114.19,11.2075,5563.73,3,1.909274
2012,12,9,23,13.23,5563.73,9.19455,3525.01,9.42685,3525.01,2.7,1.971005
2012,12,10,0,11.71,5563.73,9.3587,3525.01,8.0388,2508.97,1.6,1.900905
2012,12,10,1,10.55,5379.02,7.20185,1698,9.9534,4114.19,2.5,1.808342
2012,12,10,2,13.68,5563.73,8.6588,2981.39,8.1146,2508.97,3.5,1.734893
2012,12,10,3,14.38,5563.73,9.4083,3525.01,9.7863,4114.19,3.1,2.170866
2012,12,10,4,11.9,5563.73,9.25395,3525.01,7.56185,2079.88,3,1.741833
2012,12,10,5,9.67,4114.19,10.4794,4727.44,5.3976,608.73,1.9,2.085442
2012,12,10,6,10.09,4727.44,10.051,4727.44,5.77145,819.88,3.1,1.55924
2012,12,10,7,10.19,4727.44,9.2726,3525.01,7.9623,2079.88,2.4,1.55924
2012,12,10,8,9.56,4114.19,8.39095,2508.97,9.13135,3525.01,2,1.925187
2012,12,10,9,8.72,2981.39,7.623466667,2079.88,8.405233333,2508.97,1.8,1.312223
2012,12,10,10,8.42,2508.97,9.47825,3525.01,8.78865,2981.39,1.6,1.643656
2012,12,10,11,8.28,2508.97,10.00515,4727.44,8.5132,2981.39,1.9,1.427234
2012,12,10,12,8.4,2508.97,8.94125,2981.39,8.28115,2508.97,1.6,1.275775
2012,12,10,13,8.24,2508.97,9.35345,3525.01,6.66825,1361.68,3,1.357676
2012,12,10,14,9.6,4114.19,9.1112,3525.01,7.31735,1698,2.2,1.431441
2012,12,10,15,10.62,5379.02,8.9463,2981.39,6.3556,1072.29,3.3,1.090502
2012,12,10,16,10.32,4727.44,8.23525,2508.97,7.3261,1698,4.4,2.141879
2012,12,10,17,10.23,4727.44,8.4889,2508.97,7.0092,1698,3.9,2.219018
2012,12,10,18,8.7,2981.39,8.69745,2981.39,5.9455,819.88,3.2,2.113289
2012,12,10,19,9,3525.01,9.00355,3525.01,5.0134,608.73,3.2,1.981439
2012,12,10,20,9.7,4114.19,9.3861,3525.01,4.7633,430.53,4.1,2.013835
2012,12,10,21,8.65,2981.39,9.36905,3525.01,4.5454,430.53,4,1.951147
2012,12,10,22,11.57,5563.73,9.78125,4114.19,5.70595,819.88,2.4,1.957913
2012,12,10,23,9.7,4114.19,9.3542,3525.01,7.68005,2079.88,2.4,1.977419
2012,12,11,0,9.39,3525.01,9.2154,3525.01,8.54955,2981.39,2.8,1.952623
2012,12,11,1,9.49,3525.01,8.8501,2981.39,7.1413,1698,3.1,1.970758
2012,12,11,2,10.06,4727.44,9.01205,3525.01,6.8963,1361.68,3.4,2.099944
2012,12,11,3,10.56,5379.02,10.5725,5379.02,6.53985,1361.68,3.1,2.041503
2012,12,11,4,10.2,4727.44,10.957,5379.02,8.966,2981.39,2.4,1.92414
2012,12,11,5,11.72,5563.73,10.85315,5379.02,7.00955,1698,2.1,2.029
2012,12,11,6,11.6,5563.73,10.8445,5379.02,9.90125,4114.19,3,1.853996
2012,12,11,7,11.46,5563.73,10.8105,5379.02,9.42475,3525.01,2,1.853996
2012,12,11,8,10.27,4727.44,10.5543,5379.02,8.19965,2508.97,2.2,1.286618
2012,12,11,9,11.64,5563.73,10.21463333,4727.44,8.980933333,2981.39,2.4,1.196191
2012,12,11,10,9.08,3525.01,10.078,4727.44,9.86625,4114.19,2.7,0.865361
2012,12,11,11,10.66,5379.02,10.6756,5379.02,9.3001,3525.01,2.4,0.891924
2012,12,11,12,10.83,5379.02,10.04235,4727.44,9.1007,3525.01,2.8,0.662758
2012,12,11,13,9.86,4114.19,10.14265,4727.44,8.647,2981.39,2.6,0.698608
2012,12,11,14,11.3,5563.73,10.18075,4727.44,8.1371,2508.97,2.6,1.225738
2012,12,11,15,12.1,5563.73,11.0685,5563.73,9.3782,3525.01,2.9,1.103438
2012,12,11,16,13.68,5563.73,10.903,5379.02,7.2429,1698,2.7,1.537206
2012,12,11,17,14.49,5563.73,10.197,4727.44,8.13685,2508.97,2.9,1.332931
2012,12,11,18,14.33,5563.73,10.778,5379.02,10.5405,5379.02,3.8,1.332931
2012,12,11,19,13.32,5563.73,10.4675,4727.44,9.9395,4114.19,4,1.258311
2012,12,11,20,13.12,5563.73,9.93335,4114.19,11.35,5563.73,3.3,1.270484
2012,12,11,21,13.23,5563.73,10.0307,4727.44,7.97855,2079.88,2.8,1.662824
2012,12,11,22,12.69,5563.73,10.4575,4727.44,7.7291,2079.88,1.8,1.423514
2012,12,11,23,11.99,5563.73,9.73305,4114.19,9.8123,4114.19,1.7,1.605878
2012,12,12,0,11.65,5563.73,9.3429,3525.01,8.38755,2508.97,1.6,1.966898
2012,12,12,1,10.87,5379.02,8.30105,2508.97,7.70615,2079.88,2,1.768912
2012,12,12,2,11.91,5563.73,8.5642,2981.39,8.07855,2508.97,1.1,1.770174
2012,12,12,3,12.24,5563.73,8.25335,2508.97,8.37455,2508.97,0.4,1.74694
2012,12,12,4,12.69,5563.73,8.1161,2508.97,8.54315,2981.39,1,1.529381
2012,12,12,5,12.32,5563.73,7.7389,2079.88,8.2376,2508.97,0.7,1.836324
2012,12,12,6,10.44,4727.44,7.8714,2079.88,8.3008,2508.97,1.1,1.330437
2012,12,12,7,12.8,5563.73,6.9353,1361.68,8.32085,2508.97,0.4,1.330437
2012,12,12,8,12.99,5563.73,6.9229,1361.68,8.50745,2981.39,0.4,0.925826
2012,12,12,9,11.21,5563.73,6.062033333,1072.29,9.486266667,3525.01,1.6,0.655212
2012,12,12,10,11.15,5563.73,5.2102,608.73,10.59135,5379.02,1.8,0.887942
2012,12,12,11,10.4,4727.44,4.18585,278.59,9.5814,4114.19,2.1,1.055082
2012,12,12,12,8.77,2981.39,3.6019,151.3,9.70175,4114.19,1.5,0.658902
2012,12,12,13,7.471,1698,3.244,47.78,8.31855,2508.97,1.6,1.874153
2012,12,12,14,6.745,1361.68,2.6395,0,7.11875,1698,1.9,1.952584
2012,12,12,15,7.134,1698,2.9521,0,7.2276,1698,2,1.121946
2012,12,12,16,6.594,1361.68,3.06445,47.78,6.937,1361.68,2.2,1.121946
2012,12,12,17,6.599,1361.68,2.5395,0,6.6792,1361.68,2.2,0.795129
2012,12,12,18,6.192,1072.29,2.2766,0,5.5145,819.88,1.9,0.795129
2012,12,12,19,4.455,278.59,2.18285,0,5.4214,608.73,2.2,1.1022
2012,12,12,20,3.854,151.3,1.60245,0,5.37445,608.73,2.1,1.669665
2012,12,12,21,3.363,47.78,1.27695,0,4.81935,430.53,2.1,1.693597
2012,12,12,22,5.017,608.73,1.38955,0,4.2769,278.59,2.5,1.73867
2012,12,12,23,3.312,47.78,1.5661,0,3.85465,151.3,2.6,1.844339
2012,12,13,0,3.603,151.3,1.95775,0,3.6594,151.3,2.4,1.700746
2012,12,13,1,3.005,47.78,2.18545,0,3.1645,47.78,2.4,1.775718
2012,12,13,2,2.519,0,2.234,0,3.4733,47.78,2.2,1.667724
2012,12,13,3,2.176,0,2.18665,0,3.3652,47.78,2.2,1.692767
2012,12,13,4,2.443,0,2.356,0,2.3522,0,2.4,1.809481
2012,12,13,5,2.051,0,2.69895,0,2.3896,0,2.7,2.069498
2012,12,13,6,1.919,0,3.26575,47.78,2.64565,0,2.5,1.805907
2012,12,13,7,0.655,0,3.9236,151.3,1.8858,0,3.3,1.155083
2012,12,13,8,0.933,0,4.39915,278.59,2.48795,0,2.6,2.111965
2012,12,13,9,0.968,0,4.6632,430.53,2.871966667,0,2.4,1.270791
2012,12,13,10,1.459,0,4.5744,430.53,4.08435,278.59,2.1,1.94963
2012,12,13,11,3.683,151.3,4.76695,430.53,3.84175,151.3,2.4,2.000001
2012,12,13,12,4.214,278.59,5.14525,608.73,3.1488,47.78,2.5,1.837782
2012,12,13,13,6.074,1072.29,5.7844,819.88,4.6076,430.53,2.4,1.803415
2012,12,13,14,5.177,608.73,6.4196,1072.29,5.2168,608.73,4.8,1.889005
2012,12,13,15,6.434,1072.29,6.79655,1361.68,5.05065,608.73,6,1.789354
2012,12,13,16,7.309,1698,7.64605,2079.88,6.13265,1072.29,4.8,1.652712
2012,12,13,17,7.108,1698,8.0694,2508.97,6.917,1361.68,5.4,1.602385
2012,12,13,18,6.96,1361.68,8.41885,2508.97,6.085,1072.29,4.6,1.627923
2012,12,13,19,9,3525.01,8.4346,2508.97,6.2269,1072.29,5.4,1.657679
2012,12,13,20,6.537,1361.68,8.5078,2981.39,6.12815,1072.29,4.2,1.756743
2012,12,13,21,8.06,2508.97,8.98805,2981.39,7.3778,1698,4.3,1.520365
2012,12,13,22,7.148,1698,9.2702,3525.01,7.10775,1698,4.2,1.839018
